상가업소번호,상호명,지점명,업종대분류코드,업종대분류명,업종중분류코드,업종중분류명,업종소분류코드,업종소분류명,시군구명,행정동코드,행정동명,법정동명,지번주소,도로명주소,경도,위도
MA010120220800643176,덤내슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 대야리 254,강원특별자치도 영월군 김삿갓면 영월동로 1464,128.554262811373,37.1246557700449
MA010120220800669965,대영매운탕,,I2,음식,I201,한식,I20112,해산물 구이/찜,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 506-12,강원특별자치도 영월군 김삿갓면 영월동로 1131-21,128.535992027426,37.1297682243943
MA010120220800716022,대산생약초,,G2,소매,G221,기타 상품 소매,G22199,그 외 기타 상품 전문 소매업,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 919,강원특별자치도 영월군 김삿갓면 김삿갓로 216-19,128.602249437754,37.0802476610279
MA010120220801316373,히어리마켓,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 744,강원특별자치도 영월군 김삿갓면 김삿갓로 587-6,128.602885691102,37.1051148791982
MA010120220803070557,동강아름캠프,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 외룡리 717,강원특별자치도 영월군 김삿갓면 영월동로 2435,128.641473469422,37.1152272279849
MA010120220803367015,동강레포츠스쿨,,R1,예술·스포츠,R104,유원지·오락,R10409,수상/해양 레저업,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 506-13,강원특별자치도 영월군 김삿갓면 영월동로 1131-15,128.536166011258,37.1294686480591
MA010120220803726624,푸른산,,G2,소매,G219,식물 소매,G21901,꽃집,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 각동리 314-9,강원특별자치도 영월군 김삿갓면 길론길 10-6,128.525956458862,37.115842631319
MA010120220803913460,동강여울,,I2,음식,I201,한식,I20101,백반/한정식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 각동리 509-3,강원특별자치도 영월군 김삿갓면 강변로 1311,128.522120178906,37.1169731279405
MA010120220804349624,미사밸리,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 185-4,강원특별자치도 영월군 김삿갓면 미사리길 348,128.640174619215,37.1009108613904
MA010120220804424878,가향민박,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 335-2,강원특별자치도 영월군 김삿갓면 김삿갓로 764,128.607755543466,37.1189058202913
MA010120220804539175,스테이브릴,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 507-24,강원특별자치도 영월군 김삿갓면 두릉골길 24-33,128.589179623487,37.1226340717524
MA010120220804593495,강원방송，동강가든,,I2,음식,I201,한식,I20101,백반/한정식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 각동리 331,강원특별자치도 영월군 김삿갓면 강변로 1343,128.525050509118,37.1155479582107
MA010120220804673748,산골매점,,G2,소매,G207,담배 소매,G20701,담배/전자담배 소매업,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 옥동리 342,강원특별자치도 영월군 김삿갓면 영월동로 1667,128.569781948034,37.1286137288326
MA010120220804674617,조제상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 75,강원특별자치도 영월군 김삿갓면 내리계곡로 43,128.752245678142,37.0699632635556
MA010120220804674699,삿갓가게,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 921,강원특별자치도 영월군 김삿갓면 김삿갓로 216-11,128.602043234939,37.0806018267003
MA010120220804674703,산촌슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 551,강원특별자치도 영월군 김삿갓면 내리계곡로 1162-1,128.670962443476,37.1096977322316
MA010120220804674803,아쁘리까옥동점,,I2,음식,I210,기타 간이,I21006,치킨,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 옥동리 232,강원특별자치도 영월군 김삿갓면 옥동장터길 28-2,128.569548552135,37.1249408603701
MA010120220804675584,김삿갓해선식당,,I2,음식,I201,한식,I20101,백반/한정식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 921-1,강원특별자치도 영월군 김삿갓면 김삿갓로 216-11,128.602043234939,37.0806018267003
MA010120220804675815,꽃비농원민박,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 739,강원특별자치도 영월군 김삿갓면 김삿갓로 603-2,128.603429005005,37.1063418597299
MA010120220804675879,느티나무쉼터,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 495,강원특별자치도 영월군 김삿갓면 내리계곡로 1106,128.676108716347,37.1068771479478
MA010120220804676242,하동노래연습장,,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 옥동리 232,강원특별자치도 영월군 김삿갓면 옥동장터길 28-2,128.569548552135,37.1249408603701
MA010120220804676299,김삿갓계곡주막상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 625,강원특별자치도 영월군 김삿갓면 김삿갓로 676,128.603230264142,37.1129216204686
MA010120220804676472,김삿갓유원지송어회집,,I2,음식,I201,한식,I20111,횟집,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 506,강원특별자치도 영월군 김삿갓면 두릉골길 32-2,128.590029401554,37.1223794134534
MA010120220804676576,산장가든,,I2,음식,I201,한식,I20101,백반/한정식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 506-10,강원특별자치도 영월군 김삿갓면 영월동로 1131-35,128.535776684976,37.1302485311943
MA010120220804676728,강촌가든,,I2,음식,I201,한식,I20101,백반/한정식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 243,강원특별자치도 영월군 김삿갓면 영월동로 2280-26,128.623662414979,37.1177700042868
MA010120220804676922,심심산골건강밥상,,I2,음식,I201,한식,I20101,백반/한정식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 옥동리 343,강원특별자치도 영월군 김삿갓면 영월동로 1667,128.569781948034,37.1286137288326
MA010120220804677049,나들목민박,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 각동리 4-1,강원특별자치도 영월군 김삿갓면 강변로 1462-23,128.539309033478,37.1168682840784
MA010120220804677321,민속촌,,I2,음식,I201,한식,I20101,백반/한정식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 506-18,강원특별자치도 영월군 김삿갓면 영월동로 1131-40,128.536470884701,37.1300773583891
MA010120220804677329,미사리촌집,,I2,음식,I201,한식,I20101,백반/한정식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 246,강원특별자치도 영월군 김삿갓면 영월동로 2280-16,128.624411969435,37.1186246607761
MA010120220804677338,강원토속분식,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 506-17,강원특별자치도 영월군 김삿갓면 영월동로 1121-16,128.536397054978,37.130321578429
MA010120220804677873,영월아프리카미술박물관&에이미캠핑장,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 592-3,강원특별자치도 영월군 김삿갓면 영월동로 1107-1,128.535348211798,37.1318758355444
MA010120220804678298,김삿갓주막,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 618-2,강원특별자치도 영월군 김삿갓면 김삿갓로 676,128.603230264142,37.1129216204686
MA010120220804678384,꽃비농원,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 745,강원특별자치도 영월군 김삿갓면 김삿갓로 592-3,128.60403387897,37.1051534068491
MA010120220804678417,초성가든,,I2,음식,I201,한식,I20101,백반/한정식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 506-11,강원특별자치도 영월군 김삿갓면 영월동로 1131-25,128.535917468109,37.1299764146568
MA010120220804678850,김삿갓주유소,,G2,소매,G214,연료 소매,G21401,주유소,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 322,강원특별자치도 영월군 김삿갓면 영월동로 2150,128.610573023059,37.1212551312357
MA010120220804678944,김삿갓펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 630,강원특별자치도 영월군 김삿갓면 김삿갓로 698-25,128.604986301626,37.1124383628989
MA010120220804679079,김삿갓휴게소,,I2,음식,I201,한식,I20101,백반/한정식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 322-2,강원특별자치도 영월군 김삿갓면 영월동로 2156,128.611311202764,37.1215784558494
MA010120220804679126,고향향토식당,,I2,음식,I201,한식,I20105,국수/칼국수,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 506-8,강원특별자치도 영월군 김삿갓면 영월동로 1121-9,128.536340484846,37.1308628960379
MA010120220804679152,GS25영월고씨굴점,,G2,소매,G204,종합 소매,G20405,편의점,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 506-14,강원특별자치도 영월군 김삿갓면 영월동로 1121-8,128.536050318516,37.1304251798965
MA010120220804679352,내리금봉펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 537,강원특별자치도 영월군 김삿갓면 내리계곡로 1146,128.67189596288,37.1086664838901
MA010120220804679427,김삿갓황토한옥민박,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 566,강원특별자치도 영월군 김삿갓면 들모랭이길 72,128.59852619438,37.1219407758395
MA010120220804679733,해피트리,,I2,음식,I212,비알코올 ,I21201,카페,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 590,강원특별자치도 영월군 김삿갓면 들모랭이길 118,128.603006685562,37.1225920281998
MA010120220804679951,솔기념품,,G2,소매,G218,장식품 소매,G21802,기념품점,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 841-1,강원특별자치도 영월군 김삿갓면 김삿갓로 432-10,128.606625452329,37.0963068282794
MA010120220804680017,직실농원,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 외룡리 219-4,강원특별자치도 영월군 김삿갓면 영월동로 2660,128.6620424401,37.1148775298281
MA010120220804693756,예밀2리,,R1,예술·스포츠,R104,유원지·오락,R10499,기타 오락관련 서비스업,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 예밀리 106,강원특별자치도 영월군 김삿갓면 예밀촌길 229-4,128.590480307704,37.1417711884762
MA010120220805215747,마추픽추패러,,R1,예술·스포츠,R104,유원지·오락,R10499,기타 오락관련 서비스업,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 714,강원특별자치도 영월군 김삿갓면 중앙로 801-107,128.528703135458,37.1505938591104
MA010120220805392135,행복둥지,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 산 35,강원특별자치도 영월군 김삿갓면 미사리길 445-18,128.639470611941,37.092253304041
MA010120220805486537,김삿갓슬로시티사회적협동조합,,R1,예술·스포츠,R104,유원지·오락,R10499,기타 오락관련 서비스업,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 595,강원특별자치도 영월군 김삿갓면 영월동로 2096,128.60480831846,37.1221261743819
MA010120220805528558,와석유앤아이,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 553-1,강원특별자치도 영월군 김삿갓면 두릉골길 35,128.590622916751,37.1222453143478
MA010120220805608950,고씨굴펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 491,강원특별자치도 영월군 김삿갓면 영월동로 1165,128.538342722798,37.1269357076821
MA010120220805900027,김삿갓계곡캠핑장,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 913-3,강원특별자치도 영월군 김삿갓면 김삿갓로 216-30,128.602678442463,37.0792598025669
MA010120220806348224,동강리버버깅협동조합,,P1,교육,P106,기타 교육,P10607,청소년 수련시설,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 각동리 18-1,강원특별자치도 영월군 김삿갓면 강변로 1462-17,128.538618550978,37.1166610146765
MA010120220806477378,삿갓펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 878,강원특별자치도 영월군 김삿갓면 김삿갓로 362,128.603467201078,37.0910789049686
MA010120220806573075,아라리펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 각동리 510-1,강원특별자치도 영월군 김삿갓면 강변로 1305-4,128.521972448635,37.1174615526418
MA010120220806810515,외룡송어회캠핑장,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 외룡리 651-1,강원특별자치도 영월군 김삿갓면 직실길 7,128.642249812769,37.116793160008
MA010120220806947748,영월외룡캠핑장,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 외룡리 190-2,강원특별자치도 영월군 김삿갓면 영월동로 2696,128.666269990865,37.1137370235788
MA010120220806956171,영월생태관광협동조합,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 743,강원특별자치도 영월군 김삿갓면 김삿갓로 587-6,128.602885691102,37.1051148791982
MA010120220806977292,파랑새펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 775,강원특별자치도 영월군 김삿갓면 김삿갓로 497-57,128.60371175296,37.1026800986527
MA010120220807064790,자연펜션캠핑장,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 616,강원특별자치도 영월군 김삿갓면 내리계곡로 1199,128.669159692655,37.1126422430763
MA010120220807071218,느티나무캠핑장,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 474,강원특별자치도 영월군 김삿갓면 내리계곡로 1061,128.678497593521,37.1040053217763
MA010120220807072743,내리계곡펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 378,강원특별자치도 영월군 김삿갓면 내리계곡로 1044-22,128.680790678528,37.1054594150491
MA010120220807120263,강촌팬션형,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 243,강원특별자치도 영월군 김삿갓면 영월동로 2280-26,128.623662414979,37.1177700042868
MA010120220807147628,이조,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 예밀리 917,강원특별자치도 영월군 김삿갓면 포도마을길 1-89,128.570859100082,37.1377172677067
MA010120220807156178,디케이서핑협동조합,,R1,예술·스포츠,R104,유원지·오락,R10409,수상/해양 레저업,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 대야리 823-3,강원특별자치도 영월군 김삿갓면 영월동로 1278,128.543299199956,37.1177894527524
MA010120220807369705,리버파크모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 506-25,강원특별자치도 영월군 김삿갓면 영월동로 1121-33,128.537491997778,37.1293793763001
MA010120220807717998,휴가를부탁해캠핑장,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 388-10,강원특별자치도 영월군 김삿갓면 내리계곡로 1024,128.682519107114,37.1037591101498
MA010120220807999243,동굴칡국수,,I2,음식,I201,한식,I20105,국수/칼국수,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 506-15,강원특별자치도 영월군 김삿갓면 영월동로 1121-10,128.536139223297,37.1303699691912
MA010120220808061126,마당바위황토민박,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 옥동리 624,강원특별자치도 영월군 김삿갓면 버드나무길 6-31,128.563413945085,37.1193548259526
MA010120220808145791,솔희식품,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 예밀리 825-8,강원특별자치도 영월군 김삿갓면 영월동로 1726-3,128.575167895583,37.1305964803316
MA010120220808172438,고씨굴주유소,,G2,소매,G214,연료 소매,G21401,주유소,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 506-29,강원특별자치도 영월군 김삿갓면 영월동로 1139,128.536747845045,37.1287493359021
MA010120220808257174,귀농귀촌사이다TV나그네쉼터,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 대야리 823-3,강원특별자치도 영월군 김삿갓면 영월동로 1278,128.543299199956,37.1177894527524
MA010120220808330257,프레임하우스,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 601-3,강원특별자치도 영월군 김삿갓면 김삿갓로 731,128.605045739437,37.1168523010277
MA010120220808515903,수백랑의문방사우,,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 외룡리 638,강원특별자치도 영월군 김삿갓면 소미원길 53,128.642849239456,37.1195417996541
MA010120220808671436,외룡송어마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 외룡리 651-1,강원특별자치도 영월군 김삿갓면 직실길 7,128.642249812769,37.116793160008
MA010120220808801521,일탈을꿈꾸며,,G2,소매,G212,기타 생활용품 소매,G21202,주방/가정용품 소매업,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 271,강원특별자치도 영월군 김삿갓면 영월동로 2244,128.621050666282,37.1208600245691
MA010120220809166191,스테이하우스,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 715-5,강원특별자치도 영월군 김삿갓면 김삿갓로 660,128.603370472376,37.1115682713148
MA010120220809279287,별마로빌리지,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 예밀리 536,강원특별자치도 영월군 김삿갓면 영월동로 1954-40,128.585157752645,37.1256250871546
MA010120220809745348,히어리캠핑장,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 744,강원특별자치도 영월군 김삿갓면 김삿갓로 587-6,128.602885691102,37.1051148791982
MA010120220809989041,짚시,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 186-1,강원특별자치도 영월군 김삿갓면 미사리길 330,128.640329974161,37.1023772855781
MA010120220810129031,공주네펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 618,강원특별자치도 영월군 김삿갓면 김삿갓로 676-16,128.603974983041,37.1135602428108
MA010120220810192635,모운동펜션민박,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 주문리 산 41,강원특별자치도 영월군 김삿갓면 모운동길 401-9,128.615077269851,37.1378436672463
MA010120220810278244,우드밸리,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 927-3,강원특별자치도 영월군 김삿갓면 김삿갓로 228-3,128.60261053683,37.0819095810488
MA010120220810303469,식도락,,I2,음식,I201,한식,I20101,백반/한정식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 옥동리 227,강원특별자치도 영월군 김삿갓면 옥동장터길 22,128.5695187998,37.1245898757631
MA010120220810335267,비브릿지,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 주문리 6-1,강원특별자치도 영월군 김삿갓면 영월동로 2295-12,128.627177234131,37.1206139014977
MA010120220810415218,보리밭사잇길로,,I2,음식,I201,한식,I20101,백반/한정식,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 옥동리 386,강원특별자치도 영월군 김삿갓면 영월동로 1646,128.570063137046,37.126429656027
MA010120220811902818,사랑나무캠핑장,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 90,강원특별자치도 영월군 김삿갓면 내리계곡로 131-12,128.74469408105,37.072588280203
MA010120220812140298,늘보마을협의회,,R1,예술·스포츠,R104,유원지·오락,R10499,기타 오락관련 서비스업,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 옥동리 223-4,강원특별자치도 영월군 김삿갓면 옥동장터길 11,128.568731116202,37.1240417018113
MA010120220812203983,김삿갓삿갓쉼터,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 각동리 126-20,강원특별자치도 영월군 김삿갓면 강변로 1390,128.529705381607,37.1137310739138
MA010120220812430072,구름에달가듯이,,I1,숙박,I101,일반 숙박,I10101,호텔/리조트,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 775-1,강원특별자치도 영월군 김삿갓면 김삿갓로 497-51,128.603805742332,37.1023364586118
MA010120220812482756,과수원산동네펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 53-2,강원특별자치도 영월군 김삿갓면 내리계곡로 42-14,128.753523962132,37.0712777814028
MA010120220812590001,오늘의선물,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 외룡리 735-12,강원특별자치도 영월군 김삿갓면 직실길 6-25,128.640842400981,37.1172631330737
MA010120220812868871,예다움캠핑장,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 539-2,강원특별자치도 영월군 김삿갓면 내리계곡로 1162-2,128.671621552371,37.1089766805049
MA010120220812889773,영월펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 322,강원특별자치도 영월군 김삿갓면 영월동로 2150,128.610573023059,37.1212551312357
MA010120220812999643,더카페영월고씨동굴점,,I2,음식,I212,비알코올 ,I21201,카페,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 진별리 506-10,강원특별자치도 영월군 김삿갓면 영월동로 1131-35,128.535776684976,37.1302485311943
MA010120220813283989,와석상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 598,강원특별자치도 영월군 김삿갓면 영월동로 2102,128.605243569148,37.1219581063644
MA010120220813808321,꿈꾸는유배지늡다리,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 409,강원특별자치도 영월군 김삿갓면 내리계곡로 1006-47,128.695266610898,37.0791614811556
MA010120220813959772,늘푸른펜션캠핑장,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 492-5,강원특별자치도 영월군 김삿갓면 내리계곡로 1116-4,128.675623710163,37.1078390225781
MA010120220813989703,비브릿지레저산업,,I1,숙박,I101,일반 숙박,I10104,캠핑/글램핑,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 주문리 6-15,강원특별자치도 영월군 김삿갓면 영월동로 2295-10,128.627489277585,37.1204744725832
MA010120220814393582,구름정원펜션,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 와석리 652,강원특별자치도 영월군 김삿갓면 김삿갓로 698-73,128.609241529186,37.1120383031306
MA0101202209A0044547,우상,,I2,음식,I207,구내식당·뷔페,I20701,구내식당,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 내리 127,강원특별자치도 영월군 김삿갓면 내리계곡로 281,128.732184454813,37.0807001045012
MA0101202209C0008898,가재골민박식당,,I1,숙박,I101,일반 숙박,I10103,펜션,영월군,51750325,김삿갓면,김삿갓면,강원특별자치도 영월군 김삿갓면 대야리 544,강원특별자치도 영월군 김삿갓면 가재골길 197,128.545452913575,37.105850496948
